0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.0,0.0,-0.004773080348968506,-0.04510676860809326,-0.000414431095123291,-0.15609675645828247,0.0016598105430603027,-0.2452681064605713,0.0030387043952941895,-0.3047173321247101,0.015723884105682373,-0.2630438804626465,0.0024750232696533203,-0.2982546091079712,0.010215818881988525,-0.21062055230140686,0.02526909112930298,-0.13768643140792847,-0.0012471675872802734,-0.26667267084121704,-0.010430097579956055,-0.2962627410888672,6.532669067382812e-05,-0.1995423436164856,0.022088825702667236,-0.12537330389022827,-0.012284159660339355,-0.25615784525871277,-0.023953676223754883,-0.281535267829895,-0.01104581356048584,-0.19006842374801636,0.009068906307220459,-0.12191051244735718,-0.022510647773742676,-0.2347417175769806,-0.027191102504730225,-0.26457640528678894,-0.018508553504943848,-0.19834375381469727,0.004299819469451904,-0.14882856607437134,A
0.0,0.0,0.08237349987030029,-0.057754576206207275,0.1439414620399475,-0.16006708145141602,0.15607613325119019,-0.2414301633834839,0.15495014190673828,-0.30214083194732666,0.055110931396484375,-0.22591549158096313,0.05546092987060547,-0.28811362385749817,0.07316422462463379,-0.25042590498924255,0.08893477916717529,-0.20242977142333984,-0.012280404567718506,-0.2162666618824005,-0.0009611248970031738,-0.2774091958999634,0.02357858419418335,-0.22821396589279175,0.035001277923583984,-0.17167866230010986,-0.07194247841835022,-0.19959557056427002,-0.06296342611312866,-0.2670672833919525,-0.02763691544532776,-0.2180715799331665,-0.011240720748901367,-0.16233158111572266,-0.1302756667137146,-0.17503637075424194,-0.12305307388305664,-0.25502607226371765,-0.09062060713768005,-0.23055899143218994,-0.0693105161190033,-0.19418495893478394,A
0.0,0.0,0.11200958490371704,-0.07523900270462036,0.1903090476989746,-0.20312178134918213,0.1855851411819458,-0.34807413816452026,0.18020284175872803,-0.44827860593795776,0.09827113151550293,-0.32531699538230896,0.09060758352279663,-0.41109663248062134,0.09336602687835693,-0.31110912561416626,0.10050451755523682,-0.25542300939559937,0.010251402854919434,-0.3129422068595886,-0.006131589412689209,-0.3943224251270294,0.017303287982940674,-0.27490413188934326,0.03189665079116821,-0.23049765825271606,-0.06627494096755981,-0.2859652042388916,-0.08745312690734863,-0.3573463261127472,-0.05419754981994629,-0.24830859899520874,-0.04029083251953125,-0.20529699325561523,-0.14769434928894043,-0.24815338850021362,-0.15812844038009644,-0.31069207191467285,-0.12442135810852051,-0.23979473114013672,-0.10742807388305664,-0.20785856246948242,A
0.0,0.0,0.12581270933151245,-0.02381223440170288,0.19588732719421387,-0.17795735597610474,0.1957402229309082,-0.3182356357574463,0.21103143692016602,-0.3974494934082031,0.11990207433700562,-0.24552109837532043,0.11326485872268677,-0.34172919392585754,0.11222392320632935,-0.2665829658508301,0.12111091613769531,-0.22652006149291992,0.03354376554489136,-0.23591679334640503,0.02699059247970581,-0.3194981813430786,0.04500693082809448,-0.22755807638168335,0.059201061725616455,-0.1976865530014038,-0.0416644811630249,-0.21827197074890137,-0.05260440707206726,-0.2912611663341522,-0.022571831941604614,-0.19479763507843018,-0.006229758262634277,-0.16187524795532227,-0.1174437403678894,-0.1979852318763733,-0.12296462059020996,-0.24987691640853882,-0.09779444336891174,-0.18235570192337036,-0.0798761248588562,-0.16381627321243286,A
0.0,0.0,0.0949220061302185,-0.0618513822555542,0.1264197826385498,-0.21437379717826843,0.12023979425430298,-0.3329088091850281,0.11280065774917603,-0.40674889087677,0.02265089750289917,-0.27904558181762695,0.0051642656326293945,-0.3470742106437683,0.030683517456054688,-0.2851716876029968,0.05067253112792969,-0.23575431108474731,-0.04341202974319458,-0.24884843826293945,-0.060063183307647705,-0.31856465339660645,-0.01801884174346924,-0.2411680817604065,0.004148006439208984,-0.19135552644729614,-0.10164552927017212,-0.2104007601737976,-0.120930016040802,-0.2763701379299164,-0.06923961639404297,-0.19635698199272156,-0.04487532377243042,-0.14461612701416016,-0.16000103950500488,-0.1656903624534607,-0.16537776589393616,-0.22384798526763916,-0.12336713075637817,-0.1672763228416443,-0.0990746021270752,-0.1307886838912964,A
0.0,0.0,0.10997354984283447,-0.00838381052017212,0.2246270775794983,-0.10041844844818115,0.27155613899230957,-0.21508339047431946,0.29370570182800293,-0.308429092168808,0.19830530881881714,-0.2360164225101471,0.21845585107803345,-0.2926482856273651,0.1856619119644165,-0.22618809342384338,0.15876591205596924,-0.16524451971054077,0.11294621229171753,-0.263673335313797,0.1386294960975647,-0.3204544484615326,0.1032988429069519,-0.21744102239608765,0.08853644132614136,-0.16868478059768677,0.026852846145629883,-0.2713601589202881,0.04860168695449829,-0.3261536955833435,0.029578089714050293,-0.22801584005355835,0.01735478639602661,-0.18177098035812378,-0.06745702028274536,-0.263151615858078,-0.03865170478820801,-0.31232374906539917,-0.04039442539215088,-0.23746690154075623,-0.04444718360900879,-0.20280468463897705,A
0.0,0.0,0.10281765460968018,-0.01197361946105957,0.21775394678115845,-0.11605709791183472,0.2625826597213745,-0.22725704312324524,0.2729265093803406,-0.3124224841594696,0.16652971506118774,-0.24468538165092468,0.19078832864761353,-0.2986530065536499,0.17280638217926025,-0.21831375360488892,0.15860766172409058,-0.1706078052520752,0.08773475885391235,-0.2658355236053467,0.11882591247558594,-0.31948351860046387,0.10359585285186768,-0.21668043732643127,0.09177309274673462,-0.17708218097686768,0.0059539079666137695,-0.26854729652404785,0.03185969591140747,-0.3281034529209137,0.02744835615158081,-0.2236073613166809,0.01394277811050415,-0.1769925355911255,-0.08470374345779419,-0.25869354605674744,-0.05208045244216919,-0.3074966073036194,-0.043527305126190186,-0.23094984889030457,-0.04909396171569824,-0.19270586967468262,A
0.0,0.0,0.11564743518829346,-0.019231677055358887,0.22756576538085938,-0.11090850830078125,0.266365647315979,-0.2301260232925415,0.2759319543838501,-0.32410192489624023,0.20006108283996582,-0.2610383629798889,0.2123887538909912,-0.3155355453491211,0.17986464500427246,-0.24506565928459167,0.15626519918441772,-0.18453484773635864,0.1135702133178711,-0.290981262922287,0.134107768535614,-0.33938705921173096,0.10206681489944458,-0.22809547185897827,0.091896653175354,-0.1847279667854309,0.026861727237701416,-0.29439467191696167,0.044059157371520996,-0.34248465299606323,0.028741121292114258,-0.24224573373794556,0.01842552423477173,-0.19939911365509033,-0.06833386421203613,-0.2809637188911438,-0.04346144199371338,-0.32258540391921997,-0.04083240032196045,-0.24858728051185608,-0.04085981845855713,-0.21904152631759644,A
0.0,0.0,0.10761034488677979,-0.024063825607299805,0.20688152313232422,-0.1413346529006958,0.23730415105819702,-0.2570156455039978,0.27192044258117676,-0.33226579427719116,0.14599597454071045,-0.2514312267303467,0.15902471542358398,-0.3095676600933075,0.14599764347076416,-0.22927019000053406,0.13767218589782715,-0.17782127857208252,0.0639687180519104,-0.26471030712127686,0.08446741104125977,-0.3258116543292999,0.07415378093719482,-0.2206716239452362,0.06813150644302368,-0.17521166801452637,-0.01646411418914795,-0.259912371635437,-0.003292381763458252,-0.32198765873908997,-0.0020555853843688965,-0.21783050894737244,-0.005571484565734863,-0.17179042100906372,-0.10000205039978027,-0.2429848313331604,-0.08118832111358643,-0.29952335357666016,-0.07176584005355835,-0.22022771835327148,-0.07094752788543701,-0.1828663945198059,A
0.0,0.0,0.10578954219818115,-0.031801044940948486,0.2020147442817688,-0.1502530574798584,0.24134206771850586,-0.2562258839607239,0.28446775674819946,-0.32379430532455444,0.14803457260131836,-0.25333577394485474,0.16516512632369995,-0.3073602020740509,0.14856261014938354,-0.23968687653541565,0.13715636730194092,-0.19385725259780884,0.06617516279220581,-0.2687396705150604,0.08704268932342529,-0.32292160391807556,0.07526391744613647,-0.22741848230361938,0.07207340002059937,-0.18395155668258667,-0.014692604541778564,-0.265248566865921,-0.0016688704490661621,-0.3216065764427185,-0.0005848407745361328,-0.2212367057800293,-0.0002601742744445801,-0.1744084358215332,-0.09816163778305054,-0.24789777398109436,-0.08090198040008545,-0.297836571931839,-0.0713202953338623,-0.22225767374038696,-0.06598001718521118,-0.18430334329605103,A
0.0,0.0,0.10790634155273438,-0.08017861843109131,0.2154209017753601,-0.18086451292037964,0.2330610752105713,-0.2966462969779968,0.19035828113555908,-0.37840479612350464,0.11683487892150879,-0.33067888021469116,0.1294535994529724,-0.38843613862991333,0.11995071172714233,-0.29531729221343994,0.11599868535995483,-0.257673442363739,0.03024613857269287,-0.33250856399536133,0.03977400064468384,-0.38558048009872437,0.03783285617828369,-0.2651498317718506,0.039476215839385986,-0.2369629144668579,-0.04952597618103027,-0.3171883523464203,-0.04911494255065918,-0.3636137545108795,-0.0414278507232666,-0.2558378577232361,-0.03699606657028198,-0.22416287660598755,-0.1354878842830658,-0.2905369997024536,-0.13995465636253357,-0.35054123401641846,-0.1167442798614502,-0.2834659814834595,-0.10222369432449341,-0.251433789730072,A
0.0,0.0,0.1330498456954956,-0.005666911602020264,0.2367503046989441,-0.17316561937332153,0.25017499923706055,-0.3217706084251404,0.22814935445785522,-0.4135590195655823,0.1370774507522583,-0.2862969636917114,0.14513635635375977,-0.3738763928413391,0.1452549695968628,-0.27696532011032104,0.13953328132629395,-0.20815879106521606,0.045087993144989014,-0.2753344774246216,0.05776757001876831,-0.3612881898880005,0.0727541446685791,-0.23386698961257935,0.07199215888977051,-0.1744595170021057,-0.036558449268341064,-0.2506409287452698,-0.031925737857818604,-0.32177668809890747,-0.0013473033905029297,-0.19745391607284546,0.0027053356170654297,-0.1419960856437683,-0.12191128730773926,-0.22079914808273315,-0.10591331124305725,-0.2697542905807495,-0.07695180177688599,-0.1790553331375122,-0.06984555721282959,-0.14344656467437744,A
